caseid,barangay_code,barangay,province,municipality,age,gender,hh_size,income,consumption,gps_lat,gps_lon,duration,enumerator,submission_date
I002741,B154,Barangay 154,Iloilo,Iloilo Mun 6,24,female,6,15812.02,11255.25,8.179357,123.800134,1377,enum_03,2025-05-25
I000916,B052,Barangay 052,Iloilo,Iloilo Mun 12,27,female,8,13940.59,10167.83,8.673354,122.712313,1077,enum_16,2025-07-01
I004116,B230,Barangay 230,Bukidnon,Bukidnon Mun 11,40,female,5,12971.06,12223.87,9.467123,124.372719,658,enum_16,2025-02-17
I003762,B213,Barangay 213,Cebu,Cebu Mun 13,55,male,6,10956.32,7723.49,6.643477,125.180513,736,enum_16,2025-06-30
I005157,B288,Barangay 288,Negros Occidental,Negros Mun 6,39,male,5,10152.17,6133.3,9.637612,122.233733,1136,enum_18,2025-08-27
I001278,B071,Barangay 071,Leyte,Leyte Mun 16,21,female,3,15365.66,12006.43,12.013265,125.732832,805,enum_16,2025-07-01
I008018,B441,Barangay 441,Cebu,Cebu Mun 3,33,male,6,14162.93,13316.9,9.650439,125.629661,913,enum_01,2025-07-20
I001361,B076,Barangay 076,Iloilo,Iloilo Mun 6,39,female,7,10966.52,6910.99,11.084386,124.89693,610,enum_15,2025-06-01
I007455,B409,Barangay 409,Agusan del Norte,Agusan Mun 9,38,male,3,9421.8,8026.92,10.676606,124.368656,861,enum_14,2025-09-26
I007627,B419,Barangay 419,Leyte,Leyte Mun 15,53,female,6,12476.47,11232.47,9.344648,125.894617,1298,enum_01,2025-04-27
I007237,B398,Barangay 398,Bukidnon,Bukidnon Mun 11,18,female,3,15204.86,16419.75,8.767094,123.191811,1049,enum_01,2025-08-30
I006368,B351,Barangay 351,Cebu,Cebu Mun 8,65,male,5,12612.25,12763.34,10.838442,122.436619,1125,enum_05,2025-09-12
I007121,B392,Barangay 392,Bukidnon,Bukidnon Mun 4,34,male,6,5340.35,4180.65,10.147406,125.844657,782,enum_07,2025-06-22
I007722,B424,Barangay 424,Iloilo,Iloilo Mun 8,42,female,7,1236.23,1351.92,11.139998,122.669772,1094,enum_16,2025-06-17
I002803,B157,Barangay 157,Agusan del Norte,Agusan Mun 4,18,male,5,10364.74,8307.26,10.422808,123.332395,919,enum_11,2025-07-25
I007825,B430,Barangay 430,Iloilo,Iloilo Mun 6,40,female,4,8291.26,6193.11,10.06188,124.506902,961,enum_20,2025-07-22
I003069,B172,Barangay 172,Iloilo,Iloilo Mun 10,50,male,4,17806.66,14586.11,10.873921,122.306579,539,enum_19,2025-05-24
I006463,B357,Barangay 357,Cebu,Cebu Mun 7,18,male,4,9055.76,8320.68,10.345999,124.202307,1157,enum_14,2025-09-11
I004358,B243,Barangay 243,Cebu,Cebu Mun 1,37,male,5,4779.21,2886.09,10.556395,125.023935,435,enum_20,2025-10-25
I002426,B136,Barangay 136,Iloilo,Iloilo Mun 12,39,male,4,12373.38,9189.01,8.261878,124.581123,774,enum_15,2025-05-04
I007016,B386,Barangay 386,Bukidnon,Bukidnon Mun 8,37,male,2,9303.41,9589.44,7.139162,125.43107,729,enum_12,2025-10-21
I004105,B229,Barangay 229,Agusan del Norte,Agusan Mun 12,22,female,6,13459.01,8267.22,9.333962,122.474148,1128,enum_14,2025-04-20
I001007,B058,Barangay 058,Iloilo,Iloilo Mun 8,57,female,7,14491.5,14787.78,6.175149,122.483355,1300,enum_18,2025-04-11
I002638,B148,Barangay 148,Iloilo,Iloilo Mun 4,45,female,5,14405.0,8704.56,11.334892,124.08913,567,enum_12,2025-02-06
I005629,B311,Barangay 311,Leyte,Leyte Mun 13,47,female,6,10485.41,6591.23,10.709254,123.850298,652,enum_14,2025-05-26
I000559,B033,Barangay 033,Cebu,Cebu Mun 7,41,female,5,14900.78,11288.34,7.01786,124.966444,1275,enum_03,2025-09-17
I003874,B218,Barangay 218,Bukidnon,Bukidnon Mun 3,55,male,3,3687.22,3036.69,10.840566,122.146914,196,enum_04,2025-07-14
I002160,B119,Barangay 119,Leyte,Leyte Mun 3,34,female,3,11251.25,6884.69,8.781792,125.374571,400,enum_03,2025-09-26
I000567,B033,Barangay 033,Cebu,Cebu Mun 7,48,female,7,5135.32,4844.27,11.185592,125.579853,577,enum_11,2025-05-09
I006973,B384,Barangay 384,Negros Occidental,Negros Mun 9,30,male,3,4042.31,3135.98,9.872084,122.331287,681,enum_10,2025-04-21
I002559,B144,Barangay 144,Negros Occidental,Negros Mun 7,19,female,5,10357.0,6858.34,11.200946,123.989416,568,enum_04,2025-03-09
I005351,B298,Barangay 298,Iloilo,Iloilo Mun 12,43,female,6,15619.03,12889.69,6.785056,122.681736,460,enum_12,2025-10-20
I006162,B339,Barangay 339,Cebu,Cebu Mun 1,34,female,4,13581.09,10061.83,9.513545,122.004056,635,enum_14,2025-04-20
I008047,B442,Barangay 442,Iloilo,Iloilo Mun 2,39,male,3,16805.71,14085.95,10.325099,123.027708,1201,enum_02,2025-02-17
I003709,B209,Barangay 209,Leyte,Leyte Mun 5,31,female,3,11573.56,10323.52,6.333701,124.928909,510,enum_18,2025-03-31
I000673,B039,Barangay 039,Cebu,Cebu Mun 3,41,male,5,10255.68,7803.58,9.591552,123.966623,852,enum_20,2025-03-01
I004087,B228,Barangay 228,Negros Occidental,Negros Mun 2,31,female,4,11545.62,10192.24,6.427306,125.672423,786,enum_12,2025-06-15
I005235,B292,Barangay 292,Iloilo,Iloilo Mun 12,43,female,6,5384.98,3677.18,8.944953,125.819474,732,enum_15,2025-04-09
I007559,B415,Barangay 415,Agusan del Norte,Agusan Mun 5,18,male,5,18651.75,11747.47,8.869266,125.703941,964,enum_14,2025-08-09
I007650,B420,Barangay 420,Negros Occidental,Negros Mun 3,37,male,7,23040.01,15609.15,8.81448,124.980493,1584,enum_12,2025-08-22
I002295,B126,Barangay 126,Negros Occidental,Negros Mun 10,25,female,4,18299.51,17009.06,10.974939,123.973403,384,enum_09,2025-08-25
I007092,B390,Barangay 390,Negros Occidental,Negros Mun 10,36,male,2,12989.58,8091.63,7.462266,123.296772,966,enum_10,2025-02-18
I002822,B159,Barangay 159,Cebu,Cebu Mun 11,18,male,6,12748.56,9227.67,9.358015,123.693827,476,enum_11,2025-08-31
I005321,B296,Barangay 296,Bukidnon,Bukidnon Mun 6,18,female,6,18466.71,17060.47,11.881253,124.503008,804,enum_18,2025-06-10
I002051,B112,Barangay 112,Iloilo,Iloilo Mun 12,48,male,4,4419.71,4707.72,7.785969,125.880359,475,enum_02,2025-02-27
I001076,B062,Barangay 062,Bukidnon,Bukidnon Mun 9,37,male,4,14553.44,13472.64,10.630741,125.567581,1069,enum_17,2025-01-11
I001252,B070,Barangay 070,Iloilo,Iloilo Mun 8,19,female,6,10101.26,6798.89,7.643376,124.879376,644,enum_13,2025-02-12
I004697,B263,Barangay 263,Leyte,Leyte Mun 14,37,male,5,5402.51,3498.92,11.494297,125.462189,657,enum_16,2025-10-16
I008106,B445,Barangay 445,Agusan del Norte,Agusan Mun 10,33,male,4,12602.99,11757.25,11.515488,123.724934,789,enum_07,2025-10-07
I006311,B348,Barangay 348,Negros Occidental,Negros Mun 8,23,male,1,19458.27,18019.92,9.398093,123.983092,711,enum_18,2025-01-25
I005596,B310,Barangay 310,Iloilo,Iloilo Mun 2,48,female,2,7266.54,5749.62,6.513093,124.54951,916,enum_16,2025-10-17
I006905,B380,Barangay 380,Bukidnon,Bukidnon Mun 5,36,male,3,9391.35,6664.08,8.252994,123.566453,1413,enum_15,2025-10-24
I002833,B159,Barangay 159,Cebu,Cebu Mun 11,29,male,7,7118.49,6085.0,10.261097,124.014624,1100,enum_09,2025-07-30
I002776,B156,Barangay 156,Negros Occidental,Negros Mun 11,43,female,5,17125.96,11246.13,7.678633,122.615289,848,enum_01,2025-08-27
I007824,B430,Barangay 430,Iloilo,Iloilo Mun 6,21,male,6,9191.33,8957.7,6.476262,123.269206,816,enum_17,2025-08-02
I001430,B078,Barangay 078,Negros Occidental,Negros Mun 6,41,male,4,14822.08,9393.83,7.58066,122.275647,829,enum_10,2025-06-09
I000080,B005,Barangay 005,Leyte,Leyte Mun 11,39,male,5,12586.87,10081.77,12.008944,122.575479,846,enum_10,2025-04-29
I003458,B193,Barangay 193,Agusan del Norte,Agusan Mun 7,18,female,5,10310.96,8423.94,9.230984,122.939799,985,enum_09,2025-01-09
I000762,B044,Barangay 044,Bukidnon,Bukidnon Mun 12,37,male,5,4730.46,4028.19,7.932228,124.409542,592,enum_09,2025-05-15
I006490,B358,Barangay 358,Iloilo,Iloilo Mun 4,30,female,6,14421.0,13539.37,10.066765,124.872865,615,enum_11,2025-08-12
I004135,B231,Barangay 231,Cebu,Cebu Mun 3,18,female,3,17693.69,14600.56,10.460744,123.363623,1174,enum_11,2025-01-24
I001708,B092,Barangay 092,Bukidnon,Bukidnon Mun 1,37,female,2,11819.47,7937.54,7.610124,123.471046,1034,enum_15,2025-04-12
I005835,B323,Barangay 323,Leyte,Leyte Mun 6,44,female,4,13559.28,13081.08,6.604797,122.868367,783,enum_20,2025-10-11
I003426,B192,Barangay 192,Negros Occidental,Negros Mun 9,42,male,7,12545.71,13722.19,9.753994,125.059807,326,enum_06,2025-07-28
I004440,B248,Barangay 248,Bukidnon,Bukidnon Mun 5,44,female,6,8087.82,6346.91,10.859438,123.656669,363,enum_15,2025-07-21
I004062,B227,Barangay 227,Leyte,Leyte Mun 10,26,male,4,6521.18,4461.84,9.951888,123.795247,1780,enum_16,2025-06-26
I004941,B277,Barangay 277,Agusan del Norte,Agusan Mun 12,37,male,7,7539.33,6373.35,11.140497,123.778082,900,enum_14,2025-05-31
I005219,B291,Barangay 291,Cebu,Cebu Mun 5,34,female,5,11263.9,12027.5,10.112037,124.342494,663,enum_09,2025-02-18
I005755,B318,Barangay 318,Negros Occidental,Negros Mun 9,45,male,5,16951.64,12996.57,6.852731,123.915148,693,enum_08,2025-06-25
I005736,B317,Barangay 317,Leyte,Leyte Mun 17,37,male,4,16232.71,14905.17,7.784045,122.543946,309,enum_07,2025-07-23
I000797,B046,Barangay 046,Iloilo,Iloilo Mun 11,48,female,5,11644.76,10985.53,7.645952,123.181938,1081,enum_20,2025-10-08
I003455,B193,Barangay 193,Agusan del Norte,Agusan Mun 7,27,male,3,15110.52,11504.23,10.451326,122.439404,1256,enum_09,2025-09-26
I002924,B164,Barangay 164,Bukidnon,Bukidnon Mun 11,27,male,4,13654.95,14208.98,11.602199,124.518483,1448,enum_11,2025-09-01
I003856,B217,Barangay 217,Agusan del Norte,Agusan Mun 8,40,female,4,10939.6,8890.63,11.872498,122.917058,753,enum_05,2025-03-01
I008135,B447,Barangay 447,Cebu,Cebu Mun 9,36,male,5,9759.87,8700.45,12.031869,125.360282,1129,enum_19,2025-10-18
I001148,B066,Barangay 066,Negros Occidental,Negros Mun 2,57,female,6,6491.97,6309.24,9.865048,124.420791,870,enum_20,2025-08-01
I007799,B429,Barangay 429,Cebu,Cebu Mun 9,42,male,4,7857.72,4861.1,11.13167,124.597382,1160,enum_14,2025-03-29
I000747,B044,Barangay 044,Bukidnon,Bukidnon Mun 12,37,female,3,21984.05,18321.62,10.607084,125.780317,1268,enum_04,2025-06-29
I005484,B304,Barangay 304,Iloilo,Iloilo Mun 4,43,female,3,17950.11,16847.23,9.99978,123.649281,1404,enum_04,2025-07-07
I002215,B122,Barangay 122,Bukidnon,Bukidnon Mun 6,32,female,6,18119.69,19162.28,11.572253,124.113996,919,enum_19,2025-01-10
I000336,B021,Barangay 021,Cebu,Cebu Mun 11,36,male,3,15366.69,9797.08,8.184856,125.152247,1080,enum_07,2025-07-20
I002859,B160,Barangay 160,Iloilo,Iloilo Mun 8,33,female,6,11404.16,7978.87,8.605255,125.687799,406,enum_03,2025-07-14
I006344,B350,Barangay 350,Bukidnon,Bukidnon Mun 11,18,male,6,7119.15,4762.59,8.856219,125.207465,1070,enum_02,2025-08-03
I003988,B224,Barangay 224,Bukidnon,Bukidnon Mun 11,49,male,7,14135.17,9142.38,7.301303,123.525068,1024,enum_15,2025-06-28
I006315,B348,Barangay 348,Negros Occidental,Negros Mun 8,50,female,5,8297.28,5150.64,11.598194,125.374671,373,enum_10,2025-02-26
I001664,B090,Barangay 090,Negros Occidental,Negros Mun 3,43,female,5,12190.23,9369.45,9.662004,124.411151,1343,enum_01,2025-01-21
I001237,B069,Barangay 069,Cebu,Cebu Mun 6,37,male,6,5490.75,5716.55,7.791143,123.883968,508,enum_02,2025-04-23
I002766,B155,Barangay 155,Leyte,Leyte Mun 3,42,male,3,11161.6,9449.11,7.752116,122.717641,608,enum_09,2025-04-11
I005261,B293,Barangay 293,Leyte,Leyte Mun 14,66,male,4,9120.19,6493.1,10.719478,123.710268,1081,enum_19,2025-01-06
I003942,B221,Barangay 221,Leyte,Leyte Mun 5,48,male,5,4547.49,4373.09,9.285058,124.994003,501,enum_03,2025-04-21
I001781,B097,Barangay 097,Agusan del Norte,Agusan Mun 7,52,male,2,11865.42,8469.56,9.94578,123.748744,1031,enum_12,2025-05-22
I006676,B368,Barangay 368,Bukidnon,Bukidnon Mun 11,55,male,4,9120.12,6874.55,7.777819,125.005016,609,enum_12,2025-09-17
I003342,B187,Barangay 187,Agusan del Norte,Agusan Mun 10,58,male,4,10643.05,11313.05,8.214273,122.532158,1133,enum_12,2025-02-22
I003640,B205,Barangay 205,Agusan del Norte,Agusan Mun 2,18,male,1,10292.97,7160.14,7.990815,122.91929,656,enum_07,2025-10-15
I002016,B110,Barangay 110,Bukidnon,Bukidnon Mun 13,41,male,5,14554.53,13080.69,11.098353,123.790956,885,enum_08,2025-07-20
I004745,B266,Barangay 266,Bukidnon,Bukidnon Mun 11,51,male,4,4079.31,2997.21,8.955725,122.650002,854,enum_06,2025-09-28
I005284,B294,Barangay 294,Negros Occidental,Negros Mun 2,29,female,5,16456.05,16665.42,9.008654,124.498314,1220,enum_10,2025-03-31
I000079,B005,Barangay 005,Leyte,Leyte Mun 11,47,male,5,12053.27,12553.89,6.904394,123.696263,822,enum_09,2025-01-15
I003244,B181,Barangay 181,Agusan del Norte,Agusan Mun 11,28,male,6,11839.7,7638.66,9.196428,125.603229,1265,enum_08,2025-08-13
I004966,B278,Barangay 278,Bukidnon,Bukidnon Mun 3,36,male,3,10850.77,6941.9,10.658803,123.658692,698,enum_07,2025-03-22
I003335,B186,Barangay 186,Negros Occidental,Negros Mun 5,34,male,1,18869.1,16777.45,9.240034,122.906437,1176,enum_01,2025-04-16
I007721,B424,Barangay 424,Iloilo,Iloilo Mun 8,55,female,3,9348.74,8889.68,8.970922,123.025562,1172,enum_14,2025-07-11
I000385,B024,Barangay 024,Negros Occidental,Negros Mun 10,18,male,6,15882.37,14510.29,8.77224,123.915993,1009,enum_12,2025-03-19
I006761,B373,Barangay 373,Agusan del Norte,Agusan Mun 9,27,female,3,3636.12,3473.13,6.217713,122.26159,725,enum_15,2025-05-03
I001635,B088,Barangay 088,Iloilo,Iloilo Mun 12,46,female,4,11493.13,6921.23,6.786704,122.009358,1130,enum_01,2025-05-04
I007641,B420,Barangay 420,Negros Occidental,Negros Mun 3,18,female,4,13742.11,9220.08,11.916741,123.509105,1205,enum_04,2025-02-16
I002688,B151,Barangay 151,Agusan del Norte,Agusan Mun 2,27,male,4,10139.67,8611.39,8.672951,122.86216,1257,enum_12,2025-03-18
I006705,B369,Barangay 369,Cebu,Cebu Mun 9,18,female,2,16861.81,16410.43,8.052897,123.615294,985,enum_18,2025-04-18
I001459,B080,Barangay 080,Bukidnon,Bukidnon Mun 8,18,male,6,12791.75,13967.18,11.864647,122.52836,1400,enum_09,2025-09-06
I003177,B178,Barangay 178,Iloilo,Iloilo Mun 2,23,male,6,15145.82,9346.31,7.683997,122.856923,780,enum_15,2025-07-21
I004134,B231,Barangay 231,Cebu,Cebu Mun 3,39,male,5,11852.6,8115.95,7.742414,124.419057,484,enum_09,2025-06-15
I007876,B433,Barangay 433,Agusan del Norte,Agusan Mun 10,35,female,5,1390.33,1395.08,9.781991,123.271116,709,enum_10,2025-04-02
I004594,B257,Barangay 257,Leyte,Leyte Mun 4,21,female,3,12721.32,7880.61,6.661687,123.928991,1144,enum_03,2025-09-17
I006168,B340,Barangay 340,Iloilo,Iloilo Mun 10,33,male,4,17588.47,12718.74,9.612998,123.222609,976,enum_15,2025-01-18
I006607,B364,Barangay 364,Iloilo,Iloilo Mun 8,36,female,5,9928.24,6358.38,9.596187,122.705823,1181,enum_19,2025-10-20
I004277,B239,Barangay 239,Leyte,Leyte Mun 20,46,female,7,10251.58,11187.42,11.606603,122.309715,953,enum_04,2025-07-18
I006921,B381,Barangay 381,Cebu,Cebu Mun 9,33,female,4,5581.04,3877.12,7.912999,122.663281,1603,enum_13,2025-10-05
I001476,B081,Barangay 081,Cebu,Cebu Mun 12,33,female,1,11235.08,8641.3,11.098186,124.662515,1137,enum_15,2025-06-07
I001964,B108,Barangay 108,Negros Occidental,Negros Mun 6,34,male,3,10887.98,8747.53,11.928108,125.243734,177,enum_12,2025-09-10
I003379,B189,Barangay 189,Cebu,Cebu Mun 1,18,female,4,11633.53,12480.32,11.102354,122.598092,1512,enum_01,2025-09-06
I002249,B124,Barangay 124,Iloilo,Iloilo Mun 2,38,female,4,0.0,0.0,9.614774,122.958852,877,enum_08,2025-04-04
I007144,B394,Barangay 394,Iloilo,Iloilo Mun 6,36,male,6,13829.24,8299.07,8.440071,122.477637,612,enum_05,2025-08-07
I003015,B170,Barangay 170,Bukidnon,Bukidnon Mun 13,37,female,7,13661.38,8412.58,11.081667,122.636542,700,enum_03,2025-03-18
I001367,B076,Barangay 076,Iloilo,Iloilo Mun 6,31,male,5,18405.94,16530.15,9.502717,123.945253,978,enum_15,2025-05-14
I005580,B309,Barangay 309,Cebu,Cebu Mun 13,32,male,6,16083.33,16958.13,10.642232,122.452973,1699,enum_14,2025-01-26
I007696,B423,Barangay 423,Cebu,Cebu Mun 7,39,female,3,16963.82,10360.53,9.218716,122.677712,1115,enum_01,2025-07-19
I007343,B403,Barangay 403,Agusan del Norte,Agusan Mun 13,50,female,6,15508.09,11206.86,10.542417,123.842035,661,enum_12,2025-04-25
I002265,B125,Barangay 125,Leyte,Leyte Mun 3,44,female,3,15042.8,14082.87,9.419445,122.589801,1159,enum_02,2025-04-11
I004867,B272,Barangay 272,Bukidnon,Bukidnon Mun 10,39,female,4,14401.12,11067.62,11.854131,122.186107,1006,enum_04,2025-10-20
I003440,B192,Barangay 192,Negros Occidental,Negros Mun 9,31,female,5,17002.32,14283.86,10.601751,123.359115,1544,enum_18,2025-01-26
I006911,B381,Barangay 381,Cebu,Cebu Mun 9,36,female,5,11956.05,8795.26,11.018311,123.411315,1133,enum_14,2025-02-18
I002145,B118,Barangay 118,Iloilo,Iloilo Mun 4,18,female,4,16856.92,16647.91,9.042717,122.61606,977,enum_04,2025-08-05
I002221,B122,Barangay 122,Bukidnon,Bukidnon Mun 6,19,male,1,15527.37,13569.56,9.766369,123.593433,943,enum_02,2025-07-20
I007296,B401,Barangay 401,Leyte,Leyte Mun 14,29,female,2,15191.91,15869.45,7.528595,125.778827,1266,enum_07,2025-08-13
I003203,B179,Barangay 179,Leyte,Leyte Mun 3,30,female,7,18324.92,16305.81,11.278302,123.556026,1467,enum_13,2025-03-09
I007302,B401,Barangay 401,Leyte,Leyte Mun 14,43,female,3,12447.11,12042.79,11.74436,124.84353,379,enum_03,2025-02-10
I000277,B017,Barangay 017,Leyte,Leyte Mun 4,52,male,3,8781.89,6728.87,11.31407,122.298572,532,enum_20,2025-01-23
I000616,B036,Barangay 036,Negros Occidental,Negros Mun 3,27,male,4,9233.71,7308.44,7.594736,124.926068,953,enum_15,2025-01-28
I004642,B260,Barangay 260,Bukidnon,Bukidnon Mun 9,45,male,9,9677.09,8349.74,7.057617,124.688788,862,enum_04,2025-10-22
I005547,B307,Barangay 307,Agusan del Norte,Agusan Mun 9,33,male,4,16132.62,10141.75,10.365106,124.792742,1306,enum_20,2025-02-03
I002096,B115,Barangay 115,Agusan del Norte,Agusan Mun 9,37,female,2,8534.78,7433.17,7.969594,125.391014,1277,enum_05,2025-09-28
I006073,B334,Barangay 334,Iloilo,Iloilo Mun 5,54,female,3,10222.52,7837.18,11.706857,123.829578,658,enum_12,2025-07-16
I004155,B233,Barangay 233,Leyte,Leyte Mun 9,25,male,7,10992.33,8190.63,6.823542,123.897228,377,enum_06,2025-05-23
I001631,B088,Barangay 088,Iloilo,Iloilo Mun 12,34,female,4,10794.0,9577.0,11.696818,124.76151,766,enum_01,2025-09-02
I003996,B224,Barangay 224,Bukidnon,Bukidnon Mun 11,24,female,6,10420.76,7205.05,6.175985,123.093461,1327,enum_08,2025-09-10
I004593,B257,Barangay 257,Leyte,Leyte Mun 4,42,female,4,8726.51,6655.08,7.217524,125.639956,1050,enum_10,2025-04-18
I003363,B188,Barangay 188,Bukidnon,Bukidnon Mun 5,20,female,2,9240.34,10045.43,9.767267,123.823727,931,enum_03,2025-04-08
I000340,B021,Barangay 021,Cebu,Cebu Mun 11,42,female,7,15275.7,15505.7,7.16116,123.856261,1129,enum_09,2025-07-12
I001877,B103,Barangay 103,Agusan del Norte,Agusan Mun 13,20,male,3,12907.7,12508.86,7.2324,123.482692,1205,enum_16,2025-01-15
I003657,B205,Barangay 205,Agusan del Norte,Agusan Mun 2,37,male,4,2570.6,2518.03,8.896345,123.554681,700,enum_05,2025-10-22
I003842,B216,Barangay 216,Negros Occidental,Negros Mun 5,28,female,4,8462.2,8162.91,7.425417,123.981137,495,enum_08,2025-04-10
I003991,B224,Barangay 224,Bukidnon,Bukidnon Mun 11,18,male,6,4346.99,4347.93,8.861077,125.509608,281,enum_12,2025-03-28
I003850,B217,Barangay 217,Agusan del Norte,Agusan Mun 8,45,female,3,14564.97,13302.25,6.728085,124.056323,912,enum_19,2025-06-14
I003424,B191,Barangay 191,Leyte,Leyte Mun 15,39,male,7,11706.79,9355.58,9.040383,124.387836,514,enum_03,2025-04-18
I007036,B387,Barangay 387,Cebu,Cebu Mun 13,46,male,5,11910.34,8320.88,10.698648,123.241568,519,enum_03,2025-08-31
I006855,B377,Barangay 377,Leyte,Leyte Mun 10,23,male,5,9519.16,7688.54,9.769234,123.636297,1042,enum_09,2025-04-07
I001725,B093,Barangay 093,Cebu,Cebu Mun 2,39,male,4,13152.02,14098.86,7.052829,123.746083,1045,enum_06,2025-06-29
I005107,B286,Barangay 286,Iloilo,Iloilo Mun 8,35,male,2,3808.69,3046.11,8.608191,122.17333,1007,enum_04,2025-06-20
I007757,B426,Barangay 426,Negros Occidental,Negros Mun 12,26,male,7,7019.33,7103.14,9.336113,122.964175,714,enum_14,2025-04-06
I003341,B187,Barangay 187,Agusan del Norte,Agusan Mun 10,44,female,7,10273.3,10772.21,6.912433,122.424256,1256,enum_11,2025-04-30
I005854,B323,Barangay 323,Leyte,Leyte Mun 6,45,female,5,5892.96,5109.47,7.088142,125.984082,1103,enum_13,2025-06-30
I003053,B172,Barangay 172,Iloilo,Iloilo Mun 10,18,male,7,7664.54,6718.01,8.898092,123.26089,578,enum_05,2025-01-13
I001981,B109,Barangay 109,Agusan del Norte,Agusan Mun 1,39,female,7,9983.05,6450.0,9.035069,122.755433,744,enum_03,2025-02-17
I007169,B395,Barangay 395,Leyte,Leyte Mun 4,31,female,3,19156.12,11795.96,8.352228,122.668375,1239,enum_01,2025-10-18
I003595,B201,Barangay 201,Cebu,Cebu Mun 8,42,male,6,11759.14,7576.39,6.117153,124.726683,822,enum_17,2025-04-27
I004495,B251,Barangay 251,Leyte,Leyte Mun 14,30,male,2,14137.92,11492.65,7.104361,125.023582,578,enum_03,2025-01-27
I006421,B354,Barangay 354,Negros Occidental,Negros Mun 1,25,female,5,9080.64,9292.91,10.646547,122.54484,1234,enum_20,2025-01-17
I000312,B019,Barangay 019,Agusan del Norte,Agusan Mun 6,39,male,6,9185.54,5868.94,8.046887,124.713919,822,enum_20,2025-08-11
I003901,B219,Barangay 219,Cebu,Cebu Mun 8,18,male,5,10984.37,11206.53,7.421386,123.354164,429,enum_08,2025-07-09
I004456,B249,Barangay 249,Cebu,Cebu Mun 13,53,male,3,3611.27,2640.36,7.949598,122.9462,339,enum_15,2025-04-04
I001914,B106,Barangay 106,Iloilo,Iloilo Mun 2,23,female,5,16143.81,16153.79,11.389647,124.546271,1165,enum_17,2025-08-09
I005960,B328,Barangay 328,Iloilo,Iloilo Mun 6,35,male,1,14930.21,11167.22,10.3314,123.541583,730,enum_13,2025-02-20
I001415,B078,Barangay 078,Negros Occidental,Negros Mun 6,41,male,2,12334.05,9345.07,7.203754,123.086638,848,enum_08,2025-06-24
I003002,B169,Barangay 169,Agusan del Norte,Agusan Mun 14,26,female,6,18631.66,12626.61,9.385129,122.469719,1080,enum_15,2025-05-29
I002320,B128,Barangay 128,Bukidnon,Bukidnon Mun 14,51,male,5,11085.3,9302.79,10.548798,122.732671,815,enum_15,2025-08-04
I007534,B414,Barangay 414,Negros Occidental,Negros Mun 8,31,female,5,10156.52,8534.86,8.925054,125.685984,1001,enum_18,2025-09-22
I007797,B429,Barangay 429,Cebu,Cebu Mun 9,41,female,3,8047.69,8013.6,10.267242,122.602498,1201,enum_08,2025-06-04
I001734,B094,Barangay 094,Iloilo,Iloilo Mun 6,52,female,5,17481.62,16896.11,8.680556,123.022769,540,enum_17,2025-01-28
I006883,B378,Barangay 378,Negros Occidental,Negros Mun 14,23,female,4,12080.23,8304.93,10.168658,125.397886,1339,enum_01,2025-10-15
I000757,B044,Barangay 044,Bukidnon,Bukidnon Mun 12,23,female,6,23299.64,23400.93,7.860473,123.670851,1285,enum_04,2025-09-10
I001112,B064,Barangay 064,Iloilo,Iloilo Mun 7,34,male,4,8954.51,8888.73,11.79,123.117991,853,enum_10,2025-10-10
I008205,B450,Barangay 450,Negros Occidental,Negros Mun 3,43,female,5,15049.14,9774.6,7.056737,124.484413,987,enum_08,2025-06-12
I002044,B112,Barangay 112,Iloilo,Iloilo Mun 12,34,male,5,14316.05,14987.35,10.752515,122.782171,931,enum_18,2025-07-07
I003039,B171,Barangay 171,Cebu,Cebu Mun 10,29,male,4,9732.7,10237.88,11.764886,124.656644,634,enum_20,2025-08-17
I008187,B449,Barangay 449,Leyte,Leyte Mun 8,57,female,2,16412.82,13550.21,7.048795,123.584225,621,enum_14,2025-06-18
I004610,B258,Barangay 258,Negros Occidental,Negros Mun 10,31,male,5,11029.87,7403.81,9.744472,123.227144,904,enum_12,2025-10-04
I003746,B212,Barangay 212,Bukidnon,Bukidnon Mun 14,37,male,6,12337.32,10649.41,10.45257,125.642695,983,enum_17,2025-01-18
I000149,B010,Barangay 010,Iloilo,Iloilo Mun 1,32,male,1,7993.31,4828.19,9.039999,124.323666,877,enum_19,2025-08-28
I004059,B227,Barangay 227,Leyte,Leyte Mun 10,18,female,6,19617.37,17434.64,10.943718,122.013708,1263,enum_20,2025-05-23
I006030,B332,Barangay 332,Bukidnon,Bukidnon Mun 5,18,male,6,16641.08,13779.18,11.517464,122.848801,480,enum_02,2025-05-18
I006101,B335,Barangay 335,Leyte,Leyte Mun 1,46,female,8,13495.22,13358.64,9.021304,124.819134,1653,enum_17,2025-07-01
I007471,B410,Barangay 410,Bukidnon,Bukidnon Mun 9,18,female,4,9994.23,6242.33,8.466367,124.890124,699,enum_08,2025-09-02
I005750,B318,Barangay 318,Negros Occidental,Negros Mun 9,40,female,7,5469.57,5670.44,10.218803,124.848121,846,enum_19,2025-05-11
I003563,B200,Barangay 200,Bukidnon,Bukidnon Mun 1,37,male,2,9879.9,10505.98,7.598729,123.896689,1028,enum_02,2025-08-09
I000794,B046,Barangay 046,Iloilo,Iloilo Mun 11,25,male,5,13111.04,11649.92,10.364709,124.933682,874,enum_06,2025-05-18
